stepID	filename	nameNew	riseOrig	l2Orig	h2Orig	riseNew	h2New	diffRise
199	nelli_ch	nelli_ch_rise_12_117	13.112	161.369	344.153	12.117	324.931	0.995
200	nelli_ch	nelli_ch_rise_12_112	13.112	161.369	344.153	12.112	324.838	1
201	nelli_ch	nelli_ch_rise_12_107	13.112	161.369	344.153	12.107	324.744	1.005
202	nelli_ch	nelli_ch_rise_12_102	13.112	161.369	344.153	12.102	324.65	1.01
203	nelli_ch	nelli_ch_rise_12_097	13.112	161.369	344.153	12.097	324.556	1.015
204	nelli_ch	nelli_ch_rise_12_092	13.112	161.369	344.153	12.092	324.463	1.02
205	nelli_ch	nelli_ch_rise_12_087	13.112	161.369	344.153	12.087	324.369	1.025
206	nelli_ch	nelli_ch_rise_12_082	13.112	161.369	344.153	12.082	324.275	1.03
207	nelli_ch	nelli_ch_rise_12_077	13.112	161.369	344.153	12.077	324.182	1.035
208	nelli_ch	nelli_ch_rise_12_072	13.112	161.369	344.153	12.072	324.088	1.04
209	nelli_ch	nelli_ch_rise_12_067	13.112	161.369	344.153	12.067	323.994	1.045
210	nelli_ch	nelli_ch_rise_12_062	13.112	161.369	344.153	12.062	323.901	1.05
211	nelli_ch	nelli_ch_rise_12_057	13.112	161.369	344.153	12.057	323.807	1.055
212	nelli_ch	nelli_ch_rise_12_052	13.112	161.369	344.153	12.052	323.714	1.06
213	nelli_ch	nelli_ch_rise_12_047	13.112	161.369	344.153	12.047	323.62	1.065
214	nelli_ch	nelli_ch_rise_12_042	13.112	161.369	344.153	12.042	323.527	1.07
215	nelli_ch	nelli_ch_rise_12_037	13.112	161.369	344.153	12.037	323.433	1.075
216	nelli_ch	nelli_ch_rise_12_032	13.112	161.369	344.153	12.032	323.34	1.08
217	nelli_ch	nelli_ch_rise_12_027	13.112	161.369	344.153	12.027	323.247	1.085
218	nelli_ch	nelli_ch_rise_12_022	13.112	161.369	344.153	12.022	323.153	1.09
219	nelli_ch	nelli_ch_rise_12_017	13.112	161.369	344.153	12.017	323.06	1.095
220	nelli_ch	nelli_ch_rise_12_012	13.112	161.369	344.153	12.012	322.967	1.1
221	nelli_ch	nelli_ch_rise_12_007	13.112	161.369	344.153	12.007	322.873	1.105
222	nelli_ch	nelli_ch_rise_12_002	13.112	161.369	344.153	12.002	322.78	1.11
223	nelli_ch	nelli_ch_rise_11_997	13.112	161.369	344.153	11.997	322.687	1.115
224	nelli_ch	nelli_ch_rise_11_992	13.112	161.369	344.153	11.992	322.594	1.12
225	nelli_ch	nelli_ch_rise_11_987	13.112	161.369	344.153	11.987	322.501	1.125
226	nelli_ch	nelli_ch_rise_11_982	13.112	161.369	344.153	11.982	322.408	1.13
227	nelli_ch	nelli_ch_rise_11_977	13.112	161.369	344.153	11.977	322.314	1.135
228	nelli_ch	nelli_ch_rise_11_972	13.112	161.369	344.153	11.972	322.221	1.14
229	nelli_ch	nelli_ch_rise_11_967	13.112	161.369	344.153	11.967	322.128	1.145
230	nelli_ch	nelli_ch_rise_11_962	13.112	161.369	344.153	11.962	322.035	1.15
231	nelli_ch	nelli_ch_rise_11_957	13.112	161.369	344.153	11.957	321.942	1.155
232	nelli_ch	nelli_ch_rise_11_952	13.112	161.369	344.153	11.952	321.849	1.16
233	nelli_ch	nelli_ch_rise_11_947	13.112	161.369	344.153	11.947	321.756	1.165
234	nelli_ch	nelli_ch_rise_11_942	13.112	161.369	344.153	11.942	321.663	1.17
235	nelli_ch	nelli_ch_rise_11_937	13.112	161.369	344.153	11.937	321.571	1.175
236	nelli_ch	nelli_ch_rise_11_932	13.112	161.369	344.153	11.932	321.478	1.18
237	nelli_ch	nelli_ch_rise_11_927	13.112	161.369	344.153	11.927	321.385	1.185
238	nelli_ch	nelli_ch_rise_11_922	13.112	161.369	344.153	11.922	321.292	1.19
239	nelli_ch	nelli_ch_rise_11_917	13.112	161.369	344.153	11.917	321.199	1.195
240	nelli_ch	nelli_ch_rise_11_912	13.112	161.369	344.153	11.912	321.107	1.2
241	nelli_ch	nelli_ch_rise_11_907	13.112	161.369	344.153	11.907	321.014	1.205
242	nelli_ch	nelli_ch_rise_11_902	13.112	161.369	344.153	11.902	320.921	1.21
243	nelli_ch	nelli_ch_rise_11_897	13.112	161.369	344.153	11.897	320.828	1.215
244	nelli_ch	nelli_ch_rise_11_892	13.112	161.369	344.153	11.892	320.736	1.22
245	nelli_ch	nelli_ch_rise_11_887	13.112	161.369	344.153	11.887	320.643	1.225
246	nelli_ch	nelli_ch_rise_11_882	13.112	161.369	344.153	11.882	320.551	1.23
247	nelli_ch	nelli_ch_rise_11_877	13.112	161.369	344.153	11.877	320.458	1.235
248	nelli_ch	nelli_ch_rise_11_872	13.112	161.369	344.153	11.872	320.366	1.24
249	nelli_ch	nelli_ch_rise_11_867	13.112	161.369	344.153	11.867	320.273	1.245
250	nelli_ch	nelli_ch_rise_11_862	13.112	161.369	344.153	11.862	320.181	1.25
251	nelli_ch	nelli_ch_rise_11_857	13.112	161.369	344.153	11.857	320.088	1.255
252	nelli_ch	nelli_ch_rise_11_852	13.112	161.369	344.153	11.852	319.996	1.26
253	nelli_ch	nelli_ch_rise_11_847	13.112	161.369	344.153	11.847	319.903	1.265
254	nelli_ch	nelli_ch_rise_11_842	13.112	161.369	344.153	11.842	319.811	1.27
255	nelli_ch	nelli_ch_rise_11_837	13.112	161.369	344.153	11.837	319.718	1.275
256	nelli_ch	nelli_ch_rise_11_832	13.112	161.369	344.153	11.832	319.626	1.28
257	nelli_ch	nelli_ch_rise_11_827	13.112	161.369	344.153	11.827	319.534	1.285
258	nelli_ch	nelli_ch_rise_11_822	13.112	161.369	344.153	11.822	319.442	1.29
259	nelli_ch	nelli_ch_rise_11_817	13.112	161.369	344.153	11.817	319.349	1.295
260	nelli_ch	nelli_ch_rise_11_812	13.112	161.369	344.153	11.812	319.257	1.3
261	nelli_ch	nelli_ch_rise_11_807	13.112	161.369	344.153	11.807	319.165	1.305
262	nelli_ch	nelli_ch_rise_11_802	13.112	161.369	344.153	11.802	319.073	1.31
263	nelli_ch	nelli_ch_rise_11_797	13.112	161.369	344.153	11.797	318.981	1.315
264	nelli_ch	nelli_ch_rise_11_792	13.112	161.369	344.153	11.792	318.889	1.32
265	nelli_ch	nelli_ch_rise_11_787	13.112	161.369	344.153	11.787	318.796	1.325
266	nelli_ch	nelli_ch_rise_11_782	13.112	161.369	344.153	11.782	318.704	1.33
267	nelli_ch	nelli_ch_rise_11_777	13.112	161.369	344.153	11.777	318.612	1.335
268	nelli_ch	nelli_ch_rise_11_772	13.112	161.369	344.153	11.772	318.52	1.34
269	nelli_ch	nelli_ch_rise_11_767	13.112	161.369	344.153	11.767	318.428	1.345
270	nelli_ch	nelli_ch_rise_11_762	13.112	161.369	344.153	11.762	318.336	1.35
271	nelli_ch	nelli_ch_rise_11_757	13.112	161.369	344.153	11.757	318.244	1.355
272	nelli_ch	nelli_ch_rise_11_752	13.112	161.369	344.153	11.752	318.153	1.36
273	nelli_ch	nelli_ch_rise_11_747	13.112	161.369	344.153	11.747	318.061	1.365
274	nelli_ch	nelli_ch_rise_11_742	13.112	161.369	344.153	11.742	317.969	1.37
